item_id,title,category,price,image_url
63,Product_63,Bottoms,48.27,https://images.unsplash.com/photo-1541099649105-f69ad21f3246?w=400&auto=format&fit=crop&q=80
64,Product_64,Dresses,42.0,https://images.unsplash.com/photo-1572804013309-59a88b7e92f1?w=400&auto=format&fit=crop&q=80
65,Product_65,Outerwear,42.1,https://images.unsplash.com/photo-1551028719-00167b16eac5?w=400&auto=format&fit=crop&q=80
66,Product_66,Footwear,149.4,https://images.unsplash.com/photo-1549298916-b41d501d3772?w=400&auto=format&fit=crop&q=80
67,Product_67,Outerwear,124.76,https://images.unsplash.com/photo-1551028719-00167b16eac5?w=400&auto=format&fit=crop&q=80
68,Product_68,Footwear,101.31,https://images.unsplash.com/photo-1543163521-1bf539c55dd2?w=400&auto=format&fit=crop&q=80
69,Product_69,Bottoms,74.21,https://images.unsplash.com/photo-1517445312882-bc9910d016b7?w=400&auto=format&fit=crop&q=80
70,Product_70,Bottoms,159.74,https://images.unsplash.com/photo-1541099649105-f69ad21f3246?w=400&auto=format&fit=crop&q=80
71,Product_71,Bottoms,79.75,https://images.unsplash.com/photo-1517445312882-bc9910d016b7?w=400&auto=format&fit=crop&q=80
72,Product_72,Footwear,149.74,https://images.unsplash.com/photo-1549298916-b41d501d3772?w=400&auto=format&fit=crop&q=80
73,Product_73,Outerwear,87.46,https://images.unsplash.com/photo-1551028719-00167b16eac5?w=400&auto=format&fit=crop&q=80
74,Product_74,Bottoms,77.2,https://images.unsplash.com/photo-1517445312882-bc9910d016b7?w=400&auto=format&fit=crop&q=80
75,Product_75,Tops,91.34,https://images.unsplash.com/photo-1521572267360-ee0c2909d518?w=400&auto=format&fit=crop&q=80
76,Product_76,Footwear,64.73,https://images.unsplash.com/photo-1549298916-b41d501d3772?w=400&auto=format&fit=crop&q=80
77,Product_77,Footwear,138.36,https://images.unsplash.com/photo-1543163521-1bf539c55dd2?w=400&auto=format&fit=crop&q=80
78,Product_78,Outerwear,97.95,https://images.unsplash.com/photo-1551028719-00167b16eac5?w=400&auto=format&fit=crop&q=80
79,Product_79,Footwear,53.32,https://images.unsplash.com/photo-1595950653106-6c9ebd614d3a?w=400&auto=format&fit=crop&q=80
80,Product_80,Footwear,163.43,https://images.unsplash.com/photo-1543163521-1bf539c55dd2?w=400&auto=format&fit=crop&q=80
81,Product_81,Bottoms,78.34,https://images.unsplash.com/photo-1517445312882-bc9910d016b7?w=400&auto=format&fit=crop&q=80
82,Product_82,Outerwear,104.69,https://images.unsplash.com/photo-1551028719-00167b16eac5?w=400&auto=format&fit=crop&q=80
83,Product_83,Bottoms,164.57,https://images.unsplash.com/photo-1517445312882-bc9910d016b7?w=400&auto=format&fit=crop&q=80
84,Product_84,Bottoms,118.0,https://images.unsplash.com/photo-1541099649105-f69ad21f3246?w=400&auto=format&fit=crop&q=80
85,Product_85,Outerwear,34.29,https://images.unsplash.com/photo-1544441893-675973e31985?w=400&auto=format&fit=crop&q=80
86,Product_86,Dresses,170.07,https://images.unsplash.com/photo-1572804013309-59a88b7e92f1?w=400&auto=format&fit=crop&q=80
87,Product_87,Bottoms,118.57,https://images.unsplash.com/photo-1541099649105-f69ad21f3246?w=400&auto=format&fit=crop&q=80
88,Product_88,Tops,70.26,https://images.unsplash.com/photo-1618354691373-d851c5c3a990?w=400&auto=format&fit=crop&q=80
89,Product_89,Tops,37.98,https://images.unsplash.com/photo-1503342217505-b0a15ec3261c?w=400&auto=format&fit=crop&q=80
90,Product_90,Footwear,146.01,https://images.unsplash.com/photo-1549298916-b41d501d3772?w=400&auto=format&fit=crop&q=80
91,Product_91,Tops,117.31,https://images.unsplash.com/photo-1503342217505-b0a15ec3261c?w=400&auto=format&fit=crop&q=80
92,Product_92,Footwear,103.02,https://images.unsplash.com/photo-1595950653106-6c9ebd614d3a?w=400&auto=format&fit=crop&q=80
93,Product_93,Dresses,162.49,https://images.unsplash.com/photo-1515372039744-b8f02a3ae446?w=400&auto=format&fit=crop&q=80
94,Product_94,Outerwear,145.12,https://images.unsplash.com/photo-1551028719-00167b16eac5?w=400&auto=format&fit=crop&q=80
95,Product_95,Outerwear,40.03,https://images.unsplash.com/photo-1551028719-00167b16eac5?w=400&auto=format&fit=crop&q=80
96,Product_96,Outerwear,66.43,https://images.unsplash.com/photo-1551028719-00167b16eac5?w=400&auto=format&fit=crop&q=80
97,Product_97,Tops,56.0,https://images.unsplash.com/photo-1521572267360-ee0c2909d518?w=400&auto=format&fit=crop&q=80
98,Product_98,Dresses,137.75,https://images.unsplash.com/photo-1572804013309-59a88b7e92f1?w=400&auto=format&fit=crop&q=80
99,Product_99,Tops,20.53,https://images.unsplash.com/photo-1521572267360-ee0c2909d518?w=400&auto=format&fit=crop&q=80
100,Product_100,Tops,109.03,https://images.unsplash.com/photo-1618354691373-d851c5c3a990?w=400&auto=format&fit=crop&q=80
101,Product_101,Dresses,140.81,https://images.unsplash.com/photo-1515372039744-b8f02a3ae446?w=400&auto=format&fit=crop&q=80
102,Product_102,Dresses,159.67,https://images.unsplash.com/photo-1515372039744-b8f02a3ae446?w=400&auto=format&fit=crop&q=80
103,Product_103,Dresses,71.44,https://images.unsplash.com/photo-1595777457583-95e059d581b8?w=400&auto=format&fit=crop&q=80
104,Product_104,Dresses,150.51,https://images.unsplash.com/photo-1515372039744-b8f02a3ae446?w=400&auto=format&fit=crop&q=80
105,Product_105,Outerwear,33.25,https://images.unsplash.com/photo-1551028719-00167b16eac5?w=400&auto=format&fit=crop&q=80
106,Product_106,Accessories,154.66,https://images.unsplash.com/photo-1523206489230-c012c64b2b48?w=400&auto=format&fit=crop&q=80
107,Product_107,Accessories,36.04,https://images.unsplash.com/photo-1509319117193-57bab727e09d?w=400&auto=format&fit=crop&q=80
108,Product_108,Dresses,80.55,https://images.unsplash.com/photo-1572804013309-59a88b7e92f1?w=400&auto=format&fit=crop&q=80
109,Product_109,Accessories,146.55,https://images.unsplash.com/photo-1509319117193-57bab727e09d?w=400&auto=format&fit=crop&q=80
110,Product_110,Accessories,39.74,https://images.unsplash.com/photo-1523206489230-c012c64b2b48?w=400&auto=format&fit=crop&q=80
111,Product_111,Dresses,52.83,https://images.unsplash.com/photo-1572804013309-59a88b7e92f1?w=400&auto=format&fit=crop&q=80
112,Product_112,Accessories,134.17,https://images.unsplash.com/photo-1509319117193-57bab727e09d?w=400&auto=format&fit=crop&q=80
113,Product_113,Tops,133.81,https://images.unsplash.com/photo-1503342217505-b0a15ec3261c?w=400&auto=format&fit=crop&q=80
114,Product_114,Footwear,120.79,https://images.unsplash.com/photo-1595950653106-6c9ebd614d3a?w=400&auto=format&fit=crop&q=80
115,Product_115,Footwear,129.5,https://images.unsplash.com/photo-1543163521-1bf539c55dd2?w=400&auto=format&fit=crop&q=80
116,Product_116,Dresses,104.55,https://images.unsplash.com/photo-1572804013309-59a88b7e92f1?w=400&auto=format&fit=crop&q=80
117,Product_117,Outerwear,56.55,https://images.unsplash.com/photo-1544441893-675973e31985?w=400&auto=format&fit=crop&q=80
118,Product_118,Dresses,72.04,https://images.unsplash.com/photo-1595777457583-95e059d581b8?w=400&auto=format&fit=crop&q=80
119,Product_119,Outerwear,44.96,https://images.unsplash.com/photo-1591047139829-d91aecb6caea?w=400&auto=format&fit=crop&q=80
120,Product_120,Footwear,164.89,https://images.unsplash.com/photo-1549298916-b41d501d3772?w=400&auto=format&fit=crop&q=80
121,Product_121,Dresses,111.26,https://images.unsplash.com/photo-1515372039744-b8f02a3ae446?w=400&auto=format&fit=crop&q=80
122,Product_122,Bottoms,81.14,https://images.unsplash.com/photo-1582552938357-32b906df40cb?w=400&auto=format&fit=crop&q=80
123,Product_123,Tops,91.23,https://images.unsplash.com/photo-1503342217505-b0a15ec3261c?w=400&auto=format&fit=crop&q=80
124,Product_124,Accessories,171.3,https://images.unsplash.com/photo-1509319117193-57bab727e09d?w=400&auto=format&fit=crop&q=80
125,Product_125,Outerwear,40.3,https://images.unsplash.com/photo-1591047139829-d91aecb6caea?w=400&auto=format&fit=crop&q=80
126,Product_126,Bottoms,111.73,https://images.unsplash.com/photo-1541099649105-f69ad21f3246?w=400&auto=format&fit=crop&q=80
127,Product_127,Accessories,98.47,https://images.unsplash.com/photo-1509319117193-57bab727e09d?w=400&auto=format&fit=crop&q=80
128,Product_128,Accessories,115.89,https://images.unsplash.com/photo-1509319117193-57bab727e09d?w=400&auto=format&fit=crop&q=80
129,Product_129,Dresses,17.99,https://images.unsplash.com/photo-1595777457583-95e059d581b8?w=400&auto=format&fit=crop&q=80
130,Product_130,Accessories,158.9,https://images.unsplash.com/photo-1509319117193-57bab727e09d?w=400&auto=format&fit=crop&q=80
131,Product_131,Tops,168.8,https://images.unsplash.com/photo-1503342217505-b0a15ec3261c?w=400&auto=format&fit=crop&q=80
132,Product_132,Bottoms,108.25,https://images.unsplash.com/photo-1582552938357-32b906df40cb?w=400&auto=format&fit=crop&q=80
133,Product_133,Accessories,129.95,https://images.unsplash.com/photo-1584917865442-de89df76afd3?w=400&auto=format&fit=crop&q=80
134,Product_134,Dresses,167.21,https://images.unsplash.com/photo-1572804013309-59a88b7e92f1?w=400&auto=format&fit=crop&q=80
135,Product_135,Tops,131.69,https://images.unsplash.com/photo-1503342217505-b0a15ec3261c?w=400&auto=format&fit=crop&q=80
136,Product_136,Footwear,40.17,https://images.unsplash.com/photo-1549298916-b41d501d3772?w=400&auto=format&fit=crop&q=80
137,Product_137,Bottoms,110.09,https://images.unsplash.com/photo-1517445312882-bc9910d016b7?w=400&auto=format&fit=crop&q=80
138,Product_138,Accessories,115.11,https://images.unsplash.com/photo-1584917865442-de89df76afd3?w=400&auto=format&fit=crop&q=80
139,Product_139,Dresses,84.98,https://images.unsplash.com/photo-1572804013309-59a88b7e92f1?w=400&auto=format&fit=crop&q=80
140,Product_140,Footwear,136.51,https://images.unsplash.com/photo-1549298916-b41d501d3772?w=400&auto=format&fit=crop&q=80
141,Product_141,Footwear,169.17,https://images.unsplash.com/photo-1543163521-1bf539c55dd2?w=400&auto=format&fit=crop&q=80
142,Product_142,Outerwear,167.72,https://images.unsplash.com/photo-1544441893-675973e31985?w=400&auto=format&fit=crop&q=80
143,Product_143,Tops,89.39,https://images.unsplash.com/photo-1521572267360-ee0c2909d518?w=400&auto=format&fit=crop&q=80
144,Product_144,Accessories,33.68,https://images.unsplash.com/photo-1584917865442-de89df76afd3?w=400&auto=format&fit=crop&q=80
145,Product_145,Dresses,177.5,https://images.unsplash.com/photo-1595777457583-95e059d581b8?w=400&auto=format&fit=crop&q=80
146,Product_146,Outerwear,153.42,https://images.unsplash.com/photo-1551028719-00167b16eac5?w=400&auto=format&fit=crop&q=80
147,Product_147,Tops,35.57,https://images.unsplash.com/photo-1503342217505-b0a15ec3261c?w=400&auto=format&fit=crop&q=80
148,Product_148,Outerwear,166.94,https://images.unsplash.com/photo-1551028719-00167b16eac5?w=400&auto=format&fit=crop&q=80
149,Product_149,Bottoms,158.53,https://images.unsplash.com/photo-1582552938357-32b906df40cb?w=400&auto=format&fit=crop&q=80
150,Product_150,Tops,100.61,https://images.unsplash.com/photo-1521572267360-ee0c2909d518?w=400&auto=format&fit=crop&q=80
151,Product_151,Tops,112.56,https://images.unsplash.com/photo-1503342217505-b0a15ec3261c?w=400&auto=format&fit=crop&q=80
152,Product_152,Accessories,80.84,https://images.unsplash.com/photo-1523206489230-c012c64b2b48?w=400&auto=format&fit=crop&q=80
153,Product_153,Tops,24.04,https://images.unsplash.com/photo-1618354691373-d851c5c3a990?w=400&auto=format&fit=crop&q=80
154,Product_154,Outerwear,70.31,https://images.unsplash.com/photo-1551028719-00167b16eac5?w=400&auto=format&fit=crop&q=80
155,Product_155,Tops,147.47,https://images.unsplash.com/photo-1521572267360-ee0c2909d518?w=400&auto=format&fit=crop&q=80
156,Product_156,Accessories,15.76,https://images.unsplash.com/photo-1509319117193-57bab727e09d?w=400&auto=format&fit=crop&q=80
157,Product_157,Accessories,70.03,https://images.unsplash.com/photo-1523206489230-c012c64b2b48?w=400&auto=format&fit=crop&q=80
158,Product_158,Bottoms,80.7,https://images.unsplash.com/photo-1541099649105-f69ad21f3246?w=400&auto=format&fit=crop&q=80
159,Product_159,Outerwear,103.67,https://images.unsplash.com/photo-1544441893-675973e31985?w=400&auto=format&fit=crop&q=80
160,Product_160,Footwear,166.78,https://images.unsplash.com/photo-1595950653106-6c9ebd614d3a?w=400&auto=format&fit=crop&q=80
161,Product_161,Footwear,72.15,https://images.unsplash.com/photo-1595950653106-6c9ebd614d3a?w=400&auto=format&fit=crop&q=80
162,Product_162,Tops,72.25,https://images.unsplash.com/photo-1503342217505-b0a15ec3261c?w=400&auto=format&fit=crop&q=80
163,Product_163,Bottoms,136.69,https://images.unsplash.com/photo-1582552938357-32b906df40cb?w=400&auto=format&fit=crop&q=80
164,Product_164,Dresses,89.62,https://images.unsplash.com/photo-1515372039744-b8f02a3ae446?w=400&auto=format&fit=crop&q=80
165,Product_165,Tops,52.06,https://images.unsplash.com/photo-1521572267360-ee0c2909d518?w=400&auto=format&fit=crop&q=80
166,Product_166,Bottoms,89.65,https://images.unsplash.com/photo-1582552938357-32b906df40cb?w=400&auto=format&fit=crop&q=80
167,Product_167,Outerwear,38.24,https://images.unsplash.com/photo-1544441893-675973e31985?w=400&auto=format&fit=crop&q=80
168,Product_168,Outerwear,44.1,https://images.unsplash.com/photo-1591047139829-d91aecb6caea?w=400&auto=format&fit=crop&q=80
169,Product_169,Outerwear,97.23,https://images.unsplash.com/photo-1591047139829-d91aecb6caea?w=400&auto=format&fit=crop&q=80
170,Product_170,Outerwear,84.12,https://images.unsplash.com/photo-1544441893-675973e31985?w=400&auto=format&fit=crop&q=80
171,Product_171,Outerwear,165.95,https://images.unsplash.com/photo-1591047139829-d91aecb6caea?w=400&auto=format&fit=crop&q=80
172,Product_172,Bottoms,74.79,https://images.unsplash.com/photo-1541099649105-f69ad21f3246?w=400&auto=format&fit=crop&q=80
173,Product_173,Bottoms,110.8,https://images.unsplash.com/photo-1541099649105-f69ad21f3246?w=400&auto=format&fit=crop&q=80
174,Product_174,Accessories,119.32,https://images.unsplash.com/photo-1584917865442-de89df76afd3?w=400&auto=format&fit=crop&q=80
175,Product_175,Footwear,17.16,https://images.unsplash.com/photo-1549298916-b41d501d3772?w=400&auto=format&fit=crop&q=80
176,Product_176,Outerwear,124.48,https://images.unsplash.com/photo-1544441893-675973e31985?w=400&auto=format&fit=crop&q=80
177,Product_177,Dresses,44.38,https://images.unsplash.com/photo-1572804013309-59a88b7e92f1?w=400&auto=format&fit=crop&q=80
178,Product_178,Bottoms,173.58,https://images.unsplash.com/photo-1517445312882-bc9910d016b7?w=400&auto=format&fit=crop&q=80
179,Product_179,Dresses,39.53,https://images.unsplash.com/photo-1572804013309-59a88b7e92f1?w=400&auto=format&fit=crop&q=80
180,Product_180,Dresses,83.41,https://images.unsplash.com/photo-1515372039744-b8f02a3ae446?w=400&auto=format&fit=crop&q=80
181,Product_181,Dresses,29.08,https://images.unsplash.com/photo-1572804013309-59a88b7e92f1?w=400&auto=format&fit=crop&q=80
182,Product_182,Accessories,179.48,https://images.unsplash.com/photo-1509319117193-57bab727e09d?w=400&auto=format&fit=crop&q=80
183,Product_183,Bottoms,97.86,https://images.unsplash.com/photo-1541099649105-f69ad21f3246?w=400&auto=format&fit=crop&q=80
184,Product_184,Dresses,113.24,https://images.unsplash.com/photo-1595777457583-95e059d581b8?w=400&auto=format&fit=crop&q=80
185,Product_185,Outerwear,26.07,https://images.unsplash.com/photo-1551028719-00167b16eac5?w=400&auto=format&fit=crop&q=80
186,Product_186,Tops,138.74,https://images.unsplash.com/photo-1521572267360-ee0c2909d518?w=400&auto=format&fit=crop&q=80
187,Product_187,Dresses,49.63,https://images.unsplash.com/photo-1572804013309-59a88b7e92f1?w=400&auto=format&fit=crop&q=80
188,Product_188,Accessories,163.18,https://images.unsplash.com/photo-1523206489230-c012c64b2b48?w=400&auto=format&fit=crop&q=80
189,Product_189,Bottoms,48.85,https://images.unsplash.com/photo-1541099649105-f69ad21f3246?w=400&auto=format&fit=crop&q=80
190,Product_190,Accessories,46.46,https://images.unsplash.com/photo-1584917865442-de89df76afd3?w=400&auto=format&fit=crop&q=80
191,Product_191,Dresses,21.03,https://images.unsplash.com/photo-1572804013309-59a88b7e92f1?w=400&auto=format&fit=crop&q=80
192,Product_192,Bottoms,92.89,https://images.unsplash.com/photo-1582552938357-32b906df40cb?w=400&auto=format&fit=crop&q=80
193,Product_193,Tops,108.2,https://images.unsplash.com/photo-1618354691373-d851c5c3a990?w=400&auto=format&fit=crop&q=80
194,Product_194,Dresses,25.84,https://images.unsplash.com/photo-1572804013309-59a88b7e92f1?w=400&auto=format&fit=crop&q=80
195,Product_195,Accessories,142.96,https://images.unsplash.com/photo-1523206489230-c012c64b2b48?w=400&auto=format&fit=crop&q=80
196,Product_196,Footwear,89.79,https://images.unsplash.com/photo-1543163521-1bf539c55dd2?w=400&auto=format&fit=crop&q=80
197,Product_197,Outerwear,101.52,https://images.unsplash.com/photo-1591047139829-d91aecb6caea?w=400&auto=format&fit=crop&q=80
198,Product_198,Accessories,87.73,https://images.unsplash.com/photo-1523206489230-c012c64b2b48?w=400&auto=format&fit=crop&q=80
199,Product_199,Bottoms,81.13,https://images.unsplash.com/photo-1582552938357-32b906df40cb?w=400&auto=format&fit=crop&q=80
200,Product_200,Dresses,107.34,https://images.unsplash.com/photo-1572804013309-59a88b7e92f1?w=400&auto=format&fit=crop&q=80
201,Product_201,Outerwear,40.61,https://images.unsplash.com/photo-1591047139829-d91aecb6caea?w=400&auto=format&fit=crop&q=80
202,Product_202,Dresses,45.02,https://images.unsplash.com/photo-1572804013309-59a88b7e92f1?w=400&auto=format&fit=crop&q=80
203,Product_203,Bottoms,157.19,https://images.unsplash.com/photo-1517445312882-bc9910d016b7?w=400&auto=format&fit=crop&q=80
204,Product_204,Dresses,171.11,https://images.unsplash.com/photo-1515372039744-b8f02a3ae446?w=400&auto=format&fit=crop&q=80
205,Product_205,Footwear,76.6,https://images.unsplash.com/photo-1543163521-1bf539c55dd2?w=400&auto=format&fit=crop&q=80
206,Product_206,Outerwear,59.67,https://images.unsplash.com/photo-1544441893-675973e31985?w=400&auto=format&fit=crop&q=80
207,Product_207,Outerwear,121.26,https://images.unsplash.com/photo-1591047139829-d91aecb6caea?w=400&auto=format&fit=crop&q=80
208,Product_208,Bottoms,82.44,https://images.unsplash.com/photo-1541099649105-f69ad21f3246?w=400&auto=format&fit=crop&q=80
209,Product_209,Footwear,19.19,https://images.unsplash.com/photo-1543163521-1bf539c55dd2?w=400&auto=format&fit=crop&q=80
210,Product_210,Accessories,40.77,https://images.unsplash.com/photo-1584917865442-de89df76afd3?w=400&auto=format&fit=crop&q=80
211,Product_211,Dresses,133.14,https://images.unsplash.com/photo-1515372039744-b8f02a3ae446?w=400&auto=format&fit=crop&q=80
212,Product_212,Tops,123.72,https://images.unsplash.com/photo-1521572267360-ee0c2909d518?w=400&auto=format&fit=crop&q=80
213,Product_213,Dresses,19.47,https://images.unsplash.com/photo-1572804013309-59a88b7e92f1?w=400&auto=format&fit=crop&q=80
214,Product_214,Dresses,51.63,https://images.unsplash.com/photo-1572804013309-59a88b7e92f1?w=400&auto=format&fit=crop&q=80
215,Product_215,Accessories,53.13,https://images.unsplash.com/photo-1584917865442-de89df76afd3?w=400&auto=format&fit=crop&q=80
216,Product_216,Dresses,125.86,https://images.unsplash.com/photo-1595777457583-95e059d581b8?w=400&auto=format&fit=crop&q=80
217,Product_217,Footwear,18.25,https://images.unsplash.com/photo-1595950653106-6c9ebd614d3a?w=400&auto=format&fit=crop&q=80
218,Product_218,Footwear,32.18,https://images.unsplash.com/photo-1595950653106-6c9ebd614d3a?w=400&auto=format&fit=crop&q=80
