user_id,item_id,action,timestamp
878,247,0,2026-01-01 01:15:00
78,114,2,2026-01-01 01:16:00
927,120,1,2026-01-01 01:17:00
946,140,0,2026-01-01 01:18:00
458,64,0,2026-01-01 01:19:00
569,275,3,2026-01-01 01:20:00
982,312,1,2026-01-01 01:21:00
537,238,1,2026-01-01 01:22:00
481,301,0,2026-01-01 01:23:00
429,391,0,2026-01-01 01:24:00
737,9,0,2026-01-01 01:25:00
284,456,0,2026-01-01 01:26:00
515,368,1,2026-01-01 01:27:00
976,232,2,2026-01-01 01:28:00
98,194,1,2026-01-01 01:29:00
396,394,0,2026-01-01 01:30:00
488,11,1,2026-01-01 01:31:00
38,393,2,2026-01-01 01:32:00
270,408,1,2026-01-01 01:33:00
886,176,1,2026-01-01 01:34:00
796,176,3,2026-01-01 01:35:00
156,216,1,2026-01-01 01:36:00
74,10,0,2026-01-01 01:37:00
883,445,0,2026-01-01 01:38:00
799,117,3,2026-01-01 01:39:00
129,163,0,2026-01-01 01:40:00
686,38,0,2026-01-01 01:41:00
973,52,0,2026-01-01 01:42:00
83,217,1,2026-01-01 01:43:00
21,205,3,2026-01-01 01:44:00
458,486,0,2026-01-01 01:45:00
538,311,1,2026-01-01 01:46:00
706,359,2,2026-01-01 01:47:00
848,384,0,2026-01-01 01:48:00
381,55,0,2026-01-01 01:49:00
747,117,2,2026-01-01 01:50:00
439,387,0,2026-01-01 01:51:00
603,252,1,2026-01-01 01:52:00
988,285,1,2026-01-01 01:53:00
20,267,0,2026-01-01 01:54:00
302,290,2,2026-01-01 01:55:00
975,332,0,2026-01-01 01:56:00
868,179,0,2026-01-01 01:57:00
954,414,0,2026-01-01 01:58:00
83,357,0,2026-01-01 01:59:00
773,234,2,2026-01-01 02:00:00
658,342,1,2026-01-01 02:01:00
952,195,2,2026-01-01 02:02:00
452,307,0,2026-01-01 02:03:00
386,79,1,2026-01-01 02:04:00
506,134,1,2026-01-01 02:05:00
256,21,2,2026-01-01 02:06:00
569,476,1,2026-01-01 02:07:00
891,330,0,2026-01-01 02:08:00
933,439,0,2026-01-01 02:09:00
526,224,0,2026-01-01 02:10:00
161,57,1,2026-01-01 02:11:00
956,92,3,2026-01-01 02:12:00
162,191,0,2026-01-01 02:13:00
831,102,0,2026-01-01 02:14:00
792,395,0,2026-01-01 02:15:00
791,6,1,2026-01-01 02:16:00
523,127,0,2026-01-01 02:17:00
785,54,0,2026-01-01 02:18:00
270,230,0,2026-01-01 02:19:00
491,361,1,2026-01-01 02:20:00
207,61,1,2026-01-01 02:21:00
538,239,1,2026-01-01 02:22:00
583,89,0,2026-01-01 02:23:00
59,231,0,2026-01-01 02:24:00
429,456,0,2026-01-01 02:25:00
984,232,0,2026-01-01 02:26:00
656,353,0,2026-01-01 02:27:00
604,492,0,2026-01-01 02:28:00
308,332,1,2026-01-01 02:29:00
519,438,0,2026-01-01 02:30:00
590,374,0,2026-01-01 02:31:00
26,291,2,2026-01-01 02:32:00
685,344,1,2026-01-01 02:33:00
561,151,1,2026-01-01 02:34:00
198,427,2,2026-01-01 02:35:00
386,144,0,2026-01-01 02:36:00
348,129,1,2026-01-01 02:37:00
959,140,1,2026-01-01 02:38:00
939,414,0,2026-01-01 02:39:00
692,92,0,2026-01-01 02:40:00
535,113,0,2026-01-01 02:41:00
827,283,0,2026-01-01 02:42:00
377,443,0,2026-01-01 02:43:00
898,410,0,2026-01-01 02:44:00
915,142,0,2026-01-01 02:45:00
557,222,0,2026-01-01 02:46:00
526,231,0,2026-01-01 02:47:00
152,462,0,2026-01-01 02:48:00
733,32,0,2026-01-01 02:49:00
205,275,1,2026-01-01 02:50:00
454,169,0,2026-01-01 02:51:00
272,139,2,2026-01-01 02:52:00
893,356,2,2026-01-01 02:53:00
235,200,1,2026-01-01 02:54:00
851,22,1,2026-01-01 02:55:00
739,455,0,2026-01-01 02:56:00
520,223,0,2026-01-01 02:57:00
677,367,2,2026-01-01 02:58:00
943,269,0,2026-01-01 02:59:00
955,346,2,2026-01-01 03:00:00
830,152,1,2026-01-01 03:01:00
725,332,0,2026-01-01 03:02:00
500,84,0,2026-01-01 03:03:00
116,108,1,2026-01-01 03:04:00
385,30,0,2026-01-01 03:05:00
343,228,0,2026-01-01 03:06:00
583,239,1,2026-01-01 03:07:00
394,377,1,2026-01-01 03:08:00
63,362,0,2026-01-01 03:09:00
716,309,0,2026-01-01 03:10:00
720,388,2,2026-01-01 03:11:00
71,140,1,2026-01-01 03:12:00
788,155,1,2026-01-01 03:13:00
273,298,3,2026-01-01 03:14:00
989,344,0,2026-01-01 03:15:00
319,370,0,2026-01-01 03:16:00
337,98,2,2026-01-01 03:17:00
365,46,1,2026-01-01 03:18:00
494,486,0,2026-01-01 03:19:00
606,326,0,2026-01-01 03:20:00
165,421,1,2026-01-01 03:21:00
543,479,0,2026-01-01 03:22:00
10,66,2,2026-01-01 03:23:00
300,61,0,2026-01-01 03:24:00
728,108,0,2026-01-01 03:25:00
800,166,0,2026-01-01 03:26:00
101,36,1,2026-01-01 03:27:00
424,118,2,2026-01-01 03:28:00
391,497,1,2026-01-01 03:29:00
778,85,2,2026-01-01 03:30:00
213,381,0,2026-01-01 03:31:00
690,391,0,2026-01-01 03:32:00
87,464,2,2026-01-01 03:33:00
552,51,2,2026-01-01 03:34:00
400,90,2,2026-01-01 03:35:00
587,288,1,2026-01-01 03:36:00
888,493,0,2026-01-01 03:37:00
45,336,0,2026-01-01 03:38:00
671,297,2,2026-01-01 03:39:00
462,203,0,2026-01-01 03:40:00
591,367,0,2026-01-01 03:41:00
309,237,1,2026-01-01 03:42:00
85,381,0,2026-01-01 03:43:00
91,154,2,2026-01-01 03:44:00
659,239,0,2026-01-01 03:45:00
672,135,1,2026-01-01 03:46:00
713,406,1,2026-01-01 03:47:00
935,361,1,2026-01-01 03:48:00
927,380,0,2026-01-01 03:49:00
241,368,0,2026-01-01 03:50:00
864,63,0,2026-01-01 03:51:00
1,122,0,2026-01-01 03:52:00
224,253,1,2026-01-01 03:53:00
800,476,0,2026-01-01 03:54:00
744,113,0,2026-01-01 03:55:00
972,19,0,2026-01-01 03:56:00
925,15,1,2026-01-01 03:57:00
928,144,0,2026-01-01 03:58:00
588,207,2,2026-01-01 03:59:00
115,18,1,2026-01-01 04:00:00
665,375,1,2026-01-01 04:01:00
917,391,2,2026-01-01 04:02:00
102,165,0,2026-01-01 04:03:00
193,37,2,2026-01-01 04:04:00
165,180,1,2026-01-01 04:05:00
870,348,2,2026-01-01 04:06:00
89,104,2,2026-01-01 04:07:00
685,99,0,2026-01-01 04:08:00
121,89,0,2026-01-01 04:09:00
142,414,1,2026-01-01 04:10:00
993,299,1,2026-01-01 04:11:00
105,443,0,2026-01-01 04:12:00
886,331,0,2026-01-01 04:13:00
427,400,0,2026-01-01 04:14:00
304,78,1,2026-01-01 04:15:00
871,72,3,2026-01-01 04:16:00
970,422,1,2026-01-01 04:17:00
316,425,0,2026-01-01 04:18:00
962,175,0,2026-01-01 04:19:00
634,395,0,2026-01-01 04:20:00
901,95,0,2026-01-01 04:21:00
8,344,2,2026-01-01 04:22:00
773,102,0,2026-01-01 04:23:00
72,401,1,2026-01-01 04:24:00
358,462,2,2026-01-01 04:25:00
222,223,2,2026-01-01 04:26:00
415,5,0,2026-01-01 04:27:00
552,121,0,2026-01-01 04:28:00
369,235,0,2026-01-01 04:29:00
715,426,1,2026-01-01 04:30:00
263,115,3,2026-01-01 04:31:00
839,162,0,2026-01-01 04:32:00
689,225,0,2026-01-01 04:33:00
859,229,2,2026-01-01 04:34:00
317,181,1,2026-01-01 04:35:00
83,248,3,2026-01-01 04:36:00
317,317,0,2026-01-01 04:37:00
110,452,0,2026-01-01 04:38:00
250,209,0,2026-01-01 04:39:00
382,143,0,2026-01-01 04:40:00
6,391,1,2026-01-01 04:41:00
458,344,0,2026-01-01 04:42:00
83,95,0,2026-01-01 04:43:00
207,381,2,2026-01-01 04:44:00
899,345,0,2026-01-01 04:45:00
389,243,1,2026-01-01 04:46:00
313,85,0,2026-01-01 04:47:00
21,414,2,2026-01-01 04:48:00
409,490,0,2026-01-01 04:49:00
894,393,1,2026-01-01 04:50:00
514,183,0,2026-01-01 04:51:00
126,120,0,2026-01-01 04:52:00
808,331,1,2026-01-01 04:53:00
699,91,0,2026-01-01 04:54:00
873,69,0,2026-01-01 04:55:00
13,403,2,2026-01-01 04:56:00
970,132,2,2026-01-01 04:57:00
977,278,0,2026-01-01 04:58:00
11,136,0,2026-01-01 04:59:00
86,313,0,2026-01-01 05:00:00
523,186,0,2026-01-01 05:01:00
908,220,3,2026-01-01 05:02:00
536,463,1,2026-01-01 05:03:00
300,437,0,2026-01-01 05:04:00
242,45,3,2026-01-01 05:05:00
121,277,1,2026-01-01 05:06:00
146,191,1,2026-01-01 05:07:00
566,7,0,2026-01-01 05:08:00
749,378,0,2026-01-01 05:09:00
355,275,1,2026-01-01 05:10:00
684,178,0,2026-01-01 05:11:00
903,333,0,2026-01-01 05:12:00
732,38,0,2026-01-01 05:13:00
630,292,0,2026-01-01 05:14:00
308,177,1,2026-01-01 05:15:00
694,161,1,2026-01-01 05:16:00
287,330,0,2026-01-01 05:17:00
306,373,0,2026-01-01 05:18:00
811,103,1,2026-01-01 05:19:00
593,160,0,2026-01-01 05:20:00
965,286,1,2026-01-01 05:21:00
913,122,1,2026-01-01 05:22:00
722,53,0,2026-01-01 05:23:00
661,427,1,2026-01-01 05:24:00
548,33,1,2026-01-01 05:25:00
351,241,0,2026-01-01 05:26:00
311,454,0,2026-01-01 05:27:00
872,377,3,2026-01-01 05:28:00
58,112,0,2026-01-01 05:29:00
642,317,2,2026-01-01 05:30:00
923,22,1,2026-01-01 05:31:00
713,45,0,2026-01-01 05:32:00
754,311,0,2026-01-01 05:33:00
34,134,0,2026-01-01 05:34:00
444,117,0,2026-01-01 05:35:00
92,472,1,2026-01-01 05:36:00
949,188,2,2026-01-01 05:37:00
958,130,2,2026-01-01 05:38:00
206,421,0,2026-01-01 05:39:00
352,211,2,2026-01-01 05:40:00
902,417,2,2026-01-01 05:41:00
331,112,2,2026-01-01 05:42:00
816,43,0,2026-01-01 05:43:00
861,127,1,2026-01-01 05:44:00
724,363,1,2026-01-01 05:45:00
158,157,0,2026-01-01 05:46:00
953,272,3,2026-01-01 05:47:00
956,314,0,2026-01-01 05:48:00
23,393,0,2026-01-01 05:49:00
403,354,2,2026-01-01 05:50:00
804,339,0,2026-01-01 05:51:00
515,401,2,2026-01-01 05:52:00
731,44,1,2026-01-01 05:53:00
363,107,0,2026-01-01 05:54:00
381,218,0,2026-01-01 05:55:00
531,442,1,2026-01-01 05:56:00
955,317,1,2026-01-01 05:57:00
151,314,2,2026-01-01 05:58:00
561,176,2,2026-01-01 05:59:00
688,227,0,2026-01-01 06:00:00
946,190,0,2026-01-01 06:01:00
607,470,2,2026-01-01 06:02:00
616,159,1,2026-01-01 06:03:00
419,393,0,2026-01-01 06:04:00
249,266,2,2026-01-01 06:05:00
116,357,2,2026-01-01 06:06:00
865,325,1,2026-01-01 06:07:00
511,378,0,2026-01-01 06:08:00
739,488,1,2026-01-01 06:09:00
577,189,1,2026-01-01 06:10:00
334,174,2,2026-01-01 06:11:00
417,289,3,2026-01-01 06:12:00
931,483,1,2026-01-01 06:13:00
773,356,1,2026-01-01 06:14:00
294,144,3,2026-01-01 06:15:00
937,231,0,2026-01-01 06:16:00
754,359,0,2026-01-01 06:17:00
370,437,2,2026-01-01 06:18:00
185,203,0,2026-01-01 06:19:00
245,212,0,2026-01-01 06:20:00
636,39,0,2026-01-01 06:21:00
267,274,0,2026-01-01 06:22:00
642,322,0,2026-01-01 06:23:00
236,81,0,2026-01-01 06:24:00
529,180,3,2026-01-01 06:25:00
551,498,1,2026-01-01 06:26:00
20,319,1,2026-01-01 06:27:00
910,82,0,2026-01-01 06:28:00
736,302,1,2026-01-01 06:29:00
866,261,1,2026-01-01 06:30:00
793,271,1,2026-01-01 06:31:00
519,199,0,2026-01-01 06:32:00
99,239,0,2026-01-01 06:33:00
751,401,2,2026-01-01 06:34:00
477,179,1,2026-01-01 06:35:00
598,431,1,2026-01-01 06:36:00
297,170,1,2026-01-01 06:37:00
939,294,0,2026-01-01 06:38:00
525,176,1,2026-01-01 06:39:00
333,368,0,2026-01-01 06:40:00
1,395,1,2026-01-01 06:41:00
374,236,3,2026-01-01 06:42:00
292,137,1,2026-01-01 06:43:00
836,326,0,2026-01-01 06:44:00
933,365,0,2026-01-01 06:45:00
552,310,1,2026-01-01 06:46:00
317,128,2,2026-01-01 06:47:00
501,48,1,2026-01-01 06:48:00
827,163,1,2026-01-01 06:49:00
380,276,0,2026-01-01 06:50:00
622,292,1,2026-01-01 06:51:00
13,115,1,2026-01-01 06:52:00
503,23,3,2026-01-01 06:53:00
230,310,0,2026-01-01 06:54:00
984,24,1,2026-01-01 06:55:00
83,390,0,2026-01-01 06:56:00
129,126,1,2026-01-01 06:57:00
742,233,2,2026-01-01 06:58:00
837,208,0,2026-01-01 06:59:00
144,92,0,2026-01-01 07:00:00
890,93,1,2026-01-01 07:01:00
856,326,1,2026-01-01 07:02:00
27,224,0,2026-01-01 07:03:00
65,454,0,2026-01-01 07:04:00
162,377,1,2026-01-01 07:05:00
228,279,2,2026-01-01 07:06:00
260,10,0,2026-01-01 07:07:00
448,328,2,2026-01-01 07:08:00
423,11,0,2026-01-01 07:09:00
459,34,0,2026-01-01 07:10:00
951,446,0,2026-01-01 07:11:00
675,451,2,2026-01-01 07:12:00
300,227,0,2026-01-01 07:13:00
918,219,1,2026-01-01 07:14:00
302,440,0,2026-01-01 07:15:00
286,140,3,2026-01-01 07:16:00
394,22,2,2026-01-01 07:17:00
9,82,1,2026-01-01 07:18:00
706,489,2,2026-01-01 07:19:00
629,228,1,2026-01-01 07:20:00
269,422,2,2026-01-01 07:21:00
591,343,0,2026-01-01 07:22:00
969,79,0,2026-01-01 07:23:00
604,352,1,2026-01-01 07:24:00
777,395,0,2026-01-01 07:25:00
843,289,0,2026-01-01 07:26:00
861,454,1,2026-01-01 07:27:00
360,330,0,2026-01-01 07:28:00
256,158,1,2026-01-01 07:29:00
132,476,0,2026-01-01 07:30:00
275,127,3,2026-01-01 07:31:00
775,189,2,2026-01-01 07:32:00
682,396,2,2026-01-01 07:33:00
971,30,0,2026-01-01 07:34:00
512,385,1,2026-01-01 07:35:00
312,358,3,2026-01-01 07:36:00
575,14,2,2026-01-01 07:37:00
885,312,1,2026-01-01 07:38:00
979,74,0,2026-01-01 07:39:00
283,33,1,2026-01-01 07:40:00
120,358,1,2026-01-01 07:41:00
106,195,0,2026-01-01 07:42:00
932,330,1,2026-01-01 07:43:00
686,28,2,2026-01-01 07:44:00
996,193,1,2026-01-01 07:45:00
203,15,0,2026-01-01 07:46:00
164,422,1,2026-01-01 07:47:00
304,76,3,2026-01-01 07:48:00
496,292,1,2026-01-01 07:49:00
631,80,1,2026-01-01 07:50:00
555,404,1,2026-01-01 07:51:00
823,427,1,2026-01-01 07:52:00
155,123,1,2026-01-01 07:53:00
366,18,0,2026-01-01 07:54:00
718,454,0,2026-01-01 07:55:00
901,101,0,2026-01-01 07:56:00
619,391,0,2026-01-01 07:57:00
250,76,0,2026-01-01 07:58:00
956,228,0,2026-01-01 07:59:00
915,449,2,2026-01-01 08:00:00
881,296,0,2026-01-01 08:01:00
333,202,0,2026-01-01 08:02:00
641,471,0,2026-01-01 08:03:00
968,453,1,2026-01-01 08:04:00
510,60,0,2026-01-01 08:05:00
292,25,0,2026-01-01 08:06:00
19,70,0,2026-01-01 08:07:00
281,102,2,2026-01-01 08:08:00
796,466,3,2026-01-01 08:09:00
0,325,3,2026-01-01 08:10:00
118,362,0,2026-01-01 08:11:00
34,156,1,2026-01-01 08:12:00
197,362,1,2026-01-01 08:13:00
484,358,0,2026-01-01 08:14:00
756,193,0,2026-01-01 08:15:00
58,274,0,2026-01-01 08:16:00
836,323,1,2026-01-01 08:17:00
160,185,0,2026-01-01 08:18:00
690,325,0,2026-01-01 08:19:00
205,112,0,2026-01-01 08:20:00
11,312,1,2026-01-01 08:21:00
489,164,2,2026-01-01 08:22:00
275,60,1,2026-01-01 08:23:00
692,91,1,2026-01-01 08:24:00
241,285,1,2026-01-01 08:25:00
215,454,0,2026-01-01 08:26:00
250,456,0,2026-01-01 08:27:00
810,152,3,2026-01-01 08:28:00
125,224,3,2026-01-01 08:29:00
993,126,1,2026-01-01 08:30:00
216,192,0,2026-01-01 08:31:00
305,114,0,2026-01-01 08:32:00
796,261,0,2026-01-01 08:33:00
184,17,2,2026-01-01 08:34:00
38,9,1,2026-01-01 08:35:00
222,91,2,2026-01-01 08:36:00
183,138,1,2026-01-01 08:37:00
494,480,0,2026-01-01 08:38:00
426,448,0,2026-01-01 08:39:00
177,332,0,2026-01-01 08:40:00
918,356,1,2026-01-01 08:41:00
427,339,0,2026-01-01 08:42:00
293,448,1,2026-01-01 08:43:00
851,51,1,2026-01-01 08:44:00
150,194,0,2026-01-01 08:45:00
383,465,0,2026-01-01 08:46:00
637,488,0,2026-01-01 08:47:00
812,205,1,2026-01-01 08:48:00
307,286,0,2026-01-01 08:49:00
335,474,0,2026-01-01 08:50:00
945,400,2,2026-01-01 08:51:00
745,438,1,2026-01-01 08:52:00
891,365,1,2026-01-01 08:53:00
374,92,1,2026-01-01 08:54:00
7,419,2,2026-01-01 08:55:00
340,484,1,2026-01-01 08:56:00
128,409,0,2026-01-01 08:57:00
775,308,0,2026-01-01 08:58:00
668,144,1,2026-01-01 08:59:00
351,85,1,2026-01-01 09:00:00
357,152,1,2026-01-01 09:01:00
516,1,2,2026-01-01 09:02:00
494,341,2,2026-01-01 09:03:00
85,388,0,2026-01-01 09:04:00
174,259,0,2026-01-01 09:05:00
801,163,0,2026-01-01 09:06:00
192,5,1,2026-01-01 09:07:00
310,499,0,2026-01-01 09:08:00
118,148,0,2026-01-01 09:09:00
217,204,0,2026-01-01 09:10:00
426,117,0,2026-01-01 09:11:00
969,484,0,2026-01-01 09:12:00
413,88,0,2026-01-01 09:13:00
113,153,1,2026-01-01 09:14:00
977,438,0,2026-01-01 09:15:00
144,166,0,2026-01-01 09:16:00
537,467,2,2026-01-01 09:17:00
647,160,2,2026-01-01 09:18:00
302,269,0,2026-01-01 09:19:00
743,55,0,2026-01-01 09:20:00
880,227,1,2026-01-01 09:21:00
587,336,0,2026-01-01 09:22:00
986,148,0,2026-01-01 09:23:00
839,45,0,2026-01-01 09:24:00
344,143,0,2026-01-01 09:25:00
813,237,1,2026-01-01 09:26:00
963,271,2,2026-01-01 09:27:00
800,119,1,2026-01-01 09:28:00
0,339,1,2026-01-01 09:29:00
146,412,0,2026-01-01 09:30:00
286,219,1,2026-01-01 09:31:00
975,7,0,2026-01-01 09:32:00
653,343,0,2026-01-01 09:33:00
52,386,1,2026-01-01 09:34:00
303,472,2,2026-01-01 09:35:00
68,274,0,2026-01-01 09:36:00
360,352,2,2026-01-01 09:37:00
601,65,0,2026-01-01 09:38:00
957,78,0,2026-01-01 09:39:00
219,85,0,2026-01-01 09:40:00
961,123,1,2026-01-01 09:41:00
703,201,2,2026-01-01 09:42:00
965,465,1,2026-01-01 09:43:00
574,149,0,2026-01-01 09:44:00
584,45,0,2026-01-01 09:45:00
160,112,1,2026-01-01 09:46:00
680,90,0,2026-01-01 09:47:00
88,140,0,2026-01-01 09:48:00
687,288,3,2026-01-01 09:49:00
780,388,1,2026-01-01 09:50:00
584,217,0,2026-01-01 09:51:00
756,76,0,2026-01-01 09:52:00
588,410,0,2026-01-01 09:53:00
158,376,1,2026-01-01 09:54:00
488,383,2,2026-01-01 09:55:00
970,333,1,2026-01-01 09:56:00
323,151,0,2026-01-01 09:57:00
609,322,0,2026-01-01 09:58:00
380,238,3,2026-01-01 09:59:00
101,114,3,2026-01-01 10:00:00
493,318,1,2026-01-01 10:01:00
643,368,0,2026-01-01 10:02:00
613,93,1,2026-01-01 10:03:00
18,482,2,2026-01-01 10:04:00
453,47,1,2026-01-01 10:05:00
481,190,1,2026-01-01 10:06:00
593,461,0,2026-01-01 10:07:00
396,11,0,2026-01-01 10:08:00
278,155,0,2026-01-01 10:09:00
850,171,2,2026-01-01 10:10:00
364,476,1,2026-01-01 10:11:00
330,426,1,2026-01-01 10:12:00
640,400,0,2026-01-01 10:13:00
343,295,2,2026-01-01 10:14:00
821,176,2,2026-01-01 10:15:00
454,340,0,2026-01-01 10:16:00
600,56,2,2026-01-01 10:17:00
724,342,0,2026-01-01 10:18:00
654,339,0,2026-01-01 10:19:00
64,447,0,2026-01-01 10:20:00
75,202,2,2026-01-01 10:21:00
710,184,2,2026-01-01 10:22:00
142,120,0,2026-01-01 10:23:00
916,225,1,2026-01-01 10:24:00
914,201,1,2026-01-01 10:25:00
827,329,2,2026-01-01 10:26:00
604,362,0,2026-01-01 10:27:00
472,379,1,2026-01-01 10:28:00
416,453,1,2026-01-01 10:29:00
304,355,0,2026-01-01 10:30:00
735,215,0,2026-01-01 10:31:00
496,459,1,2026-01-01 10:32:00
290,42,0,2026-01-01 10:33:00
939,374,3,2026-01-01 10:34:00
101,22,0,2026-01-01 10:35:00
985,154,3,2026-01-01 10:36:00
266,185,0,2026-01-01 10:37:00
866,248,0,2026-01-01 10:38:00
967,236,0,2026-01-01 10:39:00
621,292,1,2026-01-01 10:40:00
973,133,1,2026-01-01 10:41:00
841,320,0,2026-01-01 10:42:00
961,389,0,2026-01-01 10:43:00
941,433,1,2026-01-01 10:44:00
776,21,0,2026-01-01 10:45:00
2,360,1,2026-01-01 10:46:00
84,87,0,2026-01-01 10:47:00
793,152,1,2026-01-01 10:48:00
327,124,1,2026-01-01 10:49:00
815,78,3,2026-01-01 10:50:00
449,345,1,2026-01-01 10:51:00
453,455,0,2026-01-01 10:52:00
923,50,0,2026-01-01 10:53:00
628,215,1,2026-01-01 10:54:00
220,175,1,2026-01-01 10:55:00
153,357,2,2026-01-01 10:56:00
664,252,1,2026-01-01 10:57:00
11,453,1,2026-01-01 10:58:00
132,245,0,2026-01-01 10:59:00
993,226,0,2026-01-01 11:00:00
303,105,0,2026-01-01 11:01:00
292,192,0,2026-01-01 11:02:00
974,315,1,2026-01-01 11:03:00
299,301,0,2026-01-01 11:04:00
739,35,0,2026-01-01 11:05:00
782,441,0,2026-01-01 11:06:00
42,203,0,2026-01-01 11:07:00
943,421,0,2026-01-01 11:08:00
342,266,1,2026-01-01 11:09:00
325,267,0,2026-01-01 11:10:00
813,169,1,2026-01-01 11:11:00
497,497,1,2026-01-01 11:12:00
363,38,3,2026-01-01 11:13:00
890,454,0,2026-01-01 11:14:00
426,138,0,2026-01-01 11:15:00
20,291,0,2026-01-01 11:16:00
406,51,0,2026-01-01 11:17:00
618,286,2,2026-01-01 11:18:00
335,288,1,2026-01-01 11:19:00
814,140,1,2026-01-01 11:20:00
116,145,0,2026-01-01 11:21:00
123,424,1,2026-01-01 11:22:00
398,313,0,2026-01-01 11:23:00
792,183,1,2026-01-01 11:24:00
803,151,1,2026-01-01 11:25:00
714,200,0,2026-01-01 11:26:00
50,127,0,2026-01-01 11:27:00
782,286,2,2026-01-01 11:28:00
323,310,0,2026-01-01 11:29:00
788,252,0,2026-01-01 11:30:00
140,488,0,2026-01-01 11:31:00
469,265,0,2026-01-01 11:32:00
786,187,1,2026-01-01 11:33:00
801,385,1,2026-01-01 11:34:00
333,229,1,2026-01-01 11:35:00
892,270,0,2026-01-01 11:36:00
963,258,1,2026-01-01 11:37:00
372,298,2,2026-01-01 11:38:00
563,414,0,2026-01-01 11:39:00
493,197,0,2026-01-01 11:40:00
538,322,2,2026-01-01 11:41:00
668,55,0,2026-01-01 11:42:00
750,318,0,2026-01-01 11:43:00
155,202,0,2026-01-01 11:44:00
290,270,0,2026-01-01 11:45:00
647,108,0,2026-01-01 11:46:00
143,115,0,2026-01-01 11:47:00
105,91,1,2026-01-01 11:48:00
419,137,0,2026-01-01 11:49:00
669,421,2,2026-01-01 11:50:00
657,302,0,2026-01-01 11:51:00
1,56,3,2026-01-01 11:52:00
944,49,3,2026-01-01 11:53:00
588,497,1,2026-01-01 11:54:00
643,70,2,2026-01-01 11:55:00
89,398,1,2026-01-01 11:56:00
344,401,2,2026-01-01 11:57:00
349,81,0,2026-01-01 11:58:00
458,371,0,2026-01-01 11:59:00
262,104,1,2026-01-01 12:00:00
350,87,0,2026-01-01 12:01:00
107,1,2,2026-01-01 12:02:00
585,359,2,2026-01-01 12:03:00
38,83,0,2026-01-01 12:04:00
908,481,2,2026-01-01 12:05:00
158,42,0,2026-01-01 12:06:00
582,153,0,2026-01-01 12:07:00
958,326,1,2026-01-01 12:08:00
311,421,0,2026-01-01 12:09:00
240,93,1,2026-01-01 12:10:00
937,297,1,2026-01-01 12:11:00
444,132,0,2026-01-01 12:12:00
297,394,1,2026-01-01 12:13:00
951,64,1,2026-01-01 12:14:00
